method,estimate,error,ess,main_l2,pair_l2,latent_z_l2,num_trees,rep
OLS prediction,209.44056121502416,-1.0213876385080596,,,,,,533
EB main,208.6894884911098,-1.7724603624224073,399.9761735403729,1.4682322225417038e-11,0.23461183556721263,0.16480373067654286,0.0,533
EB pairwise,210.24815637680703,-0.21379247672518886,365.6307672608837,4.760736721147604e-14,5.89459551733888e-14,0.04421399409050943,0.0,533
EB-offset hybrid: main,208.9032038212614,-1.5587450322708207,396.0512909724841,1.1303770634856668e-09,0.20960956990484592,0.14530503832446706,7.0,533
EB-offset hybrid: pairwise,210.3780146103299,-0.08393424320232157,366.04182103242334,2.364347182191185e-14,5.249990296268831e-14,0.042150526220953936,5.0,533
Naive respondents,201.21647067817278,-8.813473261006976,516.0,0.44159346857892,0.12954372063248928,0.4375930544710506,0.0,534
OLS prediction,209.24436779140999,-0.785576147769774,,,,,,534
EB main,208.2280218033865,-1.8019221357932622,377.27493033019675,1.3902737291038167e-14,0.2380028923127456,0.14167426025089208,0.0,534
EB pairwise,209.2237564587689,-0.8061874804108697,333.86957633326136,4.299472633405952e-14,4.970697117474273e-14,0.04706323905223547,0.0,534
EB-offset hybrid: main,208.67141758997025,-1.3585263492095123,368.2516884205407,2.473691097492878e-10,0.21877095689413412,0.13501671218526634,13.0,534
EB-offset hybrid: pairwise,209.72193243722813,-0.30801150195162563,334.6818029431278,8.852873890928642e-14,1.1042587357123932e-13,0.030928823406020017,14.0,534
Naive respondents,200.03687557655286,-10.022309132696904,493.0,0.4735454184753205,0.16489637363315193,0.49358588329978514,0.0,535
OLS prediction,210.2899942935357,0.2308095842859359,,,,,,535
EB main,208.40362192781393,-1.6555627814358331,322.5605873820226,4.91110150612784e-15,0.10585617313595246,0.13177586875688613,0.0,535
EB pairwise,208.52406876625085,-1.5351159429989139,318.4288142312806,2.2613779118455397e-14,4.3787555088766605e-14,0.09677372862691408,0.0,535
EB-offset hybrid: main,208.9372527738848,-1.1219319353649553,321.38688596404717,2.3091375467623193e-09,0.08941620247418507,0.11298149336163739,6.0,535
EB-offset hybrid: pairwise,208.739461930241,-1.3197227790087709,316.5055721501132,4.271565703875814e-14,1.1168637278493156e-13,0.09542565382844377,5.0,535
Naive respondents,204.21040836957937,-8.807488654355865,509.00000000000017,0.3922765559289454,0.15874537643288728,0.41045583428542237,0.0,536
OLS prediction,211.82889661322872,-1.1890004107065124,,,,,,536
EB main,211.3053103826139,-1.7125866413213373,410.47256105825363,4.4701540201036375e-11,0.2574139841953008,0.15096494145816292,0.0,536
EB pairwise,212.75288901431452,-0.2650080096207148,372.32457146575564,1.2877551185516204e-15,2.365282577849329e-15,0.030661331761104974,0.0,536
EB-offset hybrid: main,211.8976738030933,-1.1202232208419218,401.23531740252963,1.0556693127142886e-13,0.1900801789144851,0.11890473732754904,7.0,536
EB-offset hybrid: pairwise,212.78667632574954,-0.23122069818569457,367.2459032096197,3.0872490654897075e-14,2.5887549688185183e-14,0.030437882882362946,5.0,536
Naive respondents,199.6006143180046,-11.325437618194627,506.9999999999999,0.4364857079817098,0.16483276381681575,0.4646705522216142,0.0,537
OLS prediction,211.28317961998863,0.3571276837894004,,,,,,537
EB main,210.1003793251866,-0.8256726110126351,357.1394876342733,7.541961740799206e-09,0.28530805692102945,0.1574025516793044,0.0,537
EB pairwise,211.74176741728607,0.8157154810868406,327.2184812627721,7.553839830555679e-10,6.444599453097909e-10,0.042954922462614016,0.0,537
EB-offset hybrid: main,210.2405830118819,-0.6854689243173198,350.71881330887203,1.3992645410460044e-10,0.22530033913773856,0.1294719321019656,11.0,537
EB-offset hybrid: pairwise,211.9552013590065,1.0291494228072793,326.23909993596413,4.5610443370452195e-14,3.588625133942778e-14,0.041153180075651025,8.0,537
Naive respondents,200.80360005378637,-11.51955993398488,464.0000000000003,0.4302085472827696,0.17935744914512364,0.4650500426053267,0.0,538
OLS prediction,211.79848017594455,-0.5246798118267009,,,,,,538
EB main,210.76311497287327,-1.5600450148979803,323.4368525370271,1.1909294701723766e-14,0.05563034335503996,0.13029034892521632,0.0,538
EB pairwise,210.67092886518427,-1.6522311225869828,311.2586912449194,1.3951040643133421e-11,2.4966216047252352e-11,0.12011459931479665,0.0,538
EB-offset hybrid: main,210.75216279975714,-1.570997188014104,325.27762711374595,5.797660225120666e-09,0.0672052527817908,0.1335186175968722,4.0,538
EB-offset hybrid: pairwise,210.70072896037505,-1.6224310273962033,311.3966898392816,2.3353617618207208e-15,2.6916079522331295e-15,0.11879940995663311,1.0,538
Naive respondents,196.30614273633353,-11.82045171734842,524.0,0.41650592526922064,0.15846425075296122,0.451767809448756,0.0,539
OLS prediction,207.05151614946467,-1.0750783042172714,,,,,,539
EB main,206.0675654793073,-2.0590289743746553,394.48704866656243,5.28657999820311e-09,0.2549886896712049,0.1593281559187927,0.0,539
EB pairwise,207.2985491153139,-0.8280453383680424,368.7595209414145,1.3270031378751352e-12,2.7075715465251795e-12,0.07765226984149821,0.0,539
EB-offset hybrid: main,206.52206845163494,-1.6045260020470096,388.44361295763656,1.0264657257267161e-10,0.19796622467487357,0.13929554099221317,8.0,539
EB-offset hybrid: pairwise,207.60909004057808,-0.5175044131038646,371.3338069435421,5.225110242937063e-09,6.2587098461500766e-09,0.06926871571104777,9.0,539
Naive respondents,195.48721391541625,-12.304768352931973,519.0,0.4141728463065505,0.20773023554434336,0.4824607624330191,0.0,540
OLS prediction,207.924169669915,0.13218740156676745,,,,,,540
EB main,206.8366928665648,-0.9552894017834319,347.8562966526757,4.086448309709616e-15,0.1875339268966663,0.1684771669444902,0.0,540
EB pairwise,208.52120048060488,0.7292182122566544,317.7446519766207,4.9390584170705696e-12,1.0046256500827043e-11,0.04972324419495698,0.0,540
EB-offset hybrid: main,207.57916278861487,-0.2128194797333549,341.74226614428835,2.1034796148023356e-09,0.1432186874298498,0.1270859506098098,11.0,540
EB-offset hybrid: pairwise,208.94096498854864,1.1489827202004221,307.4694854284616,5.541893833494512e-15,5.283461105558442e-15,0.05318966911894205,13.0,540
Naive respondents,202.80059481224131,-8.614554921018367,472.00000000000017,0.4324712009404525,0.1283112927176205,0.43546158691724884,0.0,541
OLS prediction,211.3690064870587,-0.04614324620098387,,,,,,541
EB main,210.50260707378538,-0.9125426594742976,352.493956263159,5.561894468323361e-09,0.17757065269964753,0.12150458559411934,0.0,541
EB pairwise,211.03190004123766,-0.3832496920220194,337.7623504602231,5.762834944800476e-13,6.695175730319059e-13,0.0874319492407181,0.0,541
EB-offset hybrid: main,210.56648831137645,-0.8486614218832358,342.13389040795204,8.124104191990482e-12,0.18119077260240546,0.11342456833712941,6.0,541
EB-offset hybrid: pairwise,210.8364213428426,-0.5787283904170692,334.3038216197512,4.15121401238303e-13,7.377044709650409e-13,0.10591609415379677,14.0,541
Naive respondents,199.84606457766708,-10.38163590292919,484.0,0.43857605129103316,0.17657466027916263,0.48680267397489585,0.0,542
OLS prediction,208.68607599526948,-1.5416244853267926,,,,,,542
EB main,207.6881095847373,-2.5395908958589644,355.7571710286209,9.509357308777644e-13,0.25321055611800414,0.1966480913985328,0.0,542
EB pairwise,209.21157556040916,-1.01612492018711,313.2693135302297,2.2926422920803095e-15,2.0400361099894393e-15,0.09239702591191651,0.0,542
EB-offset hybrid: main,208.31619777793048,-1.9115027026657856,351.8327078634944,1.3146571153539493e-15,0.21045755681673836,0.1599462748474804,7.0,542
EB-offset hybrid: pairwise,209.47493527751328,-0.752765203082987,316.67297848324984,2.1877833930692356e-14,6.850385731967809e-14,0.08287631185619478,7.0,542
Naive respondents,200.97677261877192,-9.85744152103669,493.99999999999955,0.425609521074612,0.13318771078173117,0.4760655732278534,0.0,543
OLS prediction,208.76738759613312,-2.0668265436754893,,,,,,543
EB main,207.73559245750346,-3.0986216823051507,374.7459452828396,1.0909354499676851e-14,0.2874388312372544,0.24260905468705493,0.0,543
EB pairwise,209.25503661482145,-1.5791775249871591,317.22914217168704,1.7004558507175867e-15,2.397772539957579e-15,0.10940885471385654,0.0,543
EB-offset hybrid: main,208.9404379099379,-1.8937762298706957,362.05392459922984,1.836303085554599e-10,0.1956519649669157,0.1764815153795185,15.0,543
EB-offset hybrid: pairwise,209.56499726809767,-1.2692168717109382,319.1591814408098,3.202055526051688e-15,2.7596024252142736e-15,0.10238029935233746,4.0,543
Naive respondents,198.9120404875212,-12.137221671222903,504.0000000000002,0.40870999928014845,0.2794505562578464,0.4594444279448392,0.0,544
OLS prediction,210.46701052612613,-0.5822516326179823,,,,,,544
EB main,209.60942059575194,-1.4398415629921715,353.1814696265845,6.362337719609969e-10,0.3288792584186233,0.20701238484809376,0.0,544
EB pairwise,211.97134113102408,0.9220789722799623,270.08912427620464,6.877662145715243e-15,1.4046419556905813e-14,0.040932482839232,0.0,544
EB-offset hybrid: main,209.82678063710637,-1.2224815216377465,333.23634693550406,1.8107429964199437e-09,0.33378415745480355,0.17155280912054302,8.0,544
EB-offset hybrid: pairwise,212.08180784342966,1.0325456846855445,263.05022660163684,8.251637108833252e-15,6.1166932910877136e-15,0.03980441518915154,11.0,544
Naive respondents,200.1654712390735,-11.226576368784237,473.9999999999998,0.41402540125902637,0.1633886233179546,0.44807041536471476,0.0,545
OLS prediction,209.88503634019585,-1.5070112676618805,,,,,,545
EB main,208.32653184773378,-3.065515760123958,324.21582466865635,5.982667431996551e-11,0.48643508849811273,0.1945759557042299,0.0,545
EB pairwise,212.39704245736112,1.0049948495033902,236.54448705260367,1.1455636362938801e-13,1.7328341079396613e-13,0.032070630405711134,0.0,545
EB-offset hybrid: main,208.91478924530696,-2.4772583625507707,324.9755333687331,5.639866806477212e-11,0.43327305904055047,0.16249711645694545,5.0,545
EB-offset hybrid: pairwise,212.53361565343545,1.1415680455777135,244.7649920692998,1.1103305536941433e-13,1.8175454408004085e-13,0.04322148349108663,31.0,545
Naive respondents,201.19702791782038,-8.719278526178755,496.9999999999997,0.4390930749179899,0.17871199263664445,0.43625891058147426,0.0,546
OLS prediction,209.69035243874822,-0.22595400525091236,,,,,,546
EB main,209.06542531422627,-0.8508811297728585,373.35909215527494,8.287475113357943e-10,0.17565883551907638,0.13556128033456172,0.0,546
EB pairwise,209.9049319295373,-0.011374514461834906,350.8912123878824,3.11885301294034e-15,2.080301808709651e-15,0.050187246212937395,0.0,546
EB-offset hybrid: main,209.05161689905214,-0.864689544946998,373.33762827323466,1.062715806083933e-10,0.17758392286721375,0.13568588700611622,2.0,546
EB-offset hybrid: pairwise,209.89529861741144,-0.021007826587691625,349.77367937304365,6.457034353009097e-10,1.3240673524201997e-09,0.050425777581444384,4.0,546
Naive respondents,199.79498597148006,-10.500032013288546,471.0000000000001,0.4490084628488616,0.24796349416895103,0.4880028220695501,0.0,547
OLS prediction,208.97135565412847,-1.3236623306401327,,,,,,547
EB main,208.11572412896547,-2.179293855803138,338.91521763120886,9.784159035193427e-15,0.3353077770341327,0.19368380297968768,0.0,547
EB pairwise,209.61987410075386,-0.6751438840147443,294.41457293108357,3.8059311173156204e-15,1.1249223976721685e-14,0.08077714306537773,0.0,547
EB-offset hybrid: main,208.4013759834203,-1.8936420013482973,337.58131126804,7.676981291885608e-10,0.3106763166331456,0.18150859566881694,8.0,547
EB-offset hybrid: pairwise,210.32350382589982,0.02848584113121433,293.8304028820693,7.005941896778101e-15,9.258806717994178e-15,0.058657745652137314,26.0,547
Naive respondents,198.14396886969624,-10.17948291943054,505.9999999999996,0.3976008294465685,0.1328903886039202,0.4452749259158788,0.0,548
OLS prediction,206.13958523217738,-2.183866556949397,,,,,,548
EB main,205.41990664282895,-2.90354514629783,404.78821171202077,1.442321016411617e-14,0.2820737870487592,0.166394039784477,0.0,548
EB pairwise,206.63318416377817,-1.6902676253486106,361.95615090622755,2.939340584695487e-14,5.660974975762967e-14,0.06064637438784452,0.0,548
EB-offset hybrid: main,206.71226616707887,-1.6111856220479126,393.7243572053651,6.72993578373552e-10,0.20902241832043614,0.1217960270373204,10.0,548
EB-offset hybrid: pairwise,208.0179508201968,-0.3055009689299766,350.7712127482964,1.0395876707167004e-14,1.1823776749238675e-14,0.026442202415511956,20.0,548
Naive respondents,200.11997480243033,-10.762518502680024,472.9999999999999,0.41477179311341056,0.2169334766349591,0.44059505552470696,0.0,549
OLS prediction,211.6883904147951,0.8058971096847358,,,,,,549
EB main,210.56275458116815,-0.3197387239422085,336.91264211133523,1.0080043863156957e-09,0.16438047154582194,0.11689647421814937,0.0,549
EB pairwise,211.2609463422518,0.3784530371414405,322.8029337271672,1.8149217851514516e-09,2.355002290124756e-09,0.04055627889062679,0.0,549
EB-offset hybrid: main,210.65147904151152,-0.23101426359883703,327.7862610474674,6.138028680386631e-10,0.1163486634889286,0.09269212643537146,8.0,549
EB-offset hybrid: pairwise,211.27789887006648,0.3954055649561212,319.09269708725543,4.172588108682503e-15,4.421496735607608e-15,0.041952034040943824,4.0,549
Naive respondents,199.61971562128835,-9.53904022754881,505.9999999999996,0.39426283534700657,0.1932304171547158,0.4183391282211586,0.0,550
OLS prediction,207.91464914973267,-1.244106699104492,,,,,,550
EB main,207.31271379308993,-1.8460420557472332,386.11989689322166,4.9017888061241044e-15,0.21557097523874455,0.16048112485795532,0.0,550
EB pairwise,208.17240857447854,-0.9863472743586215,357.240398465529,1.1093503414292511e-14,1.5960059538209337e-14,0.07723637313741263,0.0,550
EB-offset hybrid: main,207.43958212698553,-1.7191737218516323,387.84267672244476,3.268340091314145e-09,0.21888449844369445,0.15718560781682403,4.0,550
EB-offset hybrid: pairwise,208.41968572433305,-0.73907012450411,358.1649671247794,1.9705483929016894e-13,3.7214283867898e-13,0.07292083826743696,7.0,550
Naive respondents,196.4048211874595,-12.317689905081323,466.9999999999997,0.42356328940066407,0.1791498437957707,0.5018489308653995,0.0,551
OLS prediction,205.9423896039545,-2.7801214885863317,,,,,,551
EB main,204.48355313000053,-4.238957962540297,341.9563255394542,1.9208220719386726e-15,0.2578345766517328,0.22627150937204193,0.0,551
EB pairwise,205.70701603611764,-3.015495056423191,285.48333572000666,2.4150019457527568e-15,2.4220945691027506e-15,0.1323736738068137,0.0,551
EB-offset hybrid: main,206.08612921840395,-2.636381874136873,317.98477674701627,7.806900123972228e-10,0.16119558485547325,0.1745933244861707,17.0,551
EB-offset hybrid: pairwise,206.8386932974223,-1.8838177951185173,298.7594205618628,3.863886571184427e-15,3.89982659533096e-15,0.10449943984628295,18.0,551
Naive respondents,200.11863939053663,-9.499478533123039,466.9999999999997,0.4307353437875138,0.2130284551887817,0.45336765152388414,0.0,552
OLS prediction,208.9918508548766,-0.6262670687830791,,,,,,552
EB main,207.90228384519932,-1.7158340784603467,356.95741372275137,2.177542245882534e-15,0.22243781235037158,0.12633892212118963,0.0,552
EB pairwise,207.47308545455223,-2.1450324691074343,330.50202987687214,5.418664805841839e-13,7.939483142604617e-13,0.13926416078716394,0.0,552
EB-offset hybrid: main,208.51483203600694,-1.1032858876527314,347.968516628021,1.514120639305871e-10,0.19743400040849388,0.0959328546023848,11.0,552
EB-offset hybrid: pairwise,207.57916716961287,-2.0389507540467946,329.3446138276996,1.4825855899040565e-15,1.7701499494316318e-15,0.13774803129334548,3.0,552
Naive respondents,198.30126306445817,-9.63006665188351,519.0,0.4154867741007516,0.11618514690883958,0.4475326871950523,0.0,553
OLS prediction,208.30055160662562,0.3692218902839386,,,,,,553
EB main,206.78771242714538,-1.1436172891962997,369.258600924437,1.0009118012737292e-11,0.25669526618643534,0.12703936332336452,0.0,553
EB pairwise,207.00515513959115,-0.9261745767505261,340.7300343132908,4.285582022136906e-09,7.98815337560308e-09,0.09423878230450755,0.0,553
EB-offset hybrid: main,207.25909825030104,-0.6722314660406425,376.93235913143553,6.858998403329589e-13,0.2098462530710684,0.11765557004331403,8.0,553
EB-offset hybrid: pairwise,207.31117339186144,-0.6201563244802344,337.13089975593164,5.632283267129636e-14,8.9011806655104e-14,0.0883211569593365,7.0,553
Naive respondents,200.52384905471456,-11.403601870405197,472.00000000000017,0.4420704758756534,0.1484770650348426,0.48592918182934547,0.0,554
OLS prediction,210.83077584676928,-1.0966750783504722,,,,,,554
EB main,209.68505496359487,-2.242395961524892,330.1696885769047,1.8161916003974464e-15,0.33103024264668235,0.21687226419465194,0.0,554
EB pairwise,212.6615716992166,0.7341207740968514,290.5033850350808,2.747904068994974e-11,3.622484077526257e-11,0.04184017066728933,0.0,554
EB-offset hybrid: main,210.71032979629803,-1.2171211288217307,306.93200125689975,1.8681307721931744e-10,0.276413527704111,0.1548264383344278,15.0,554
EB-offset hybrid: pairwise,213.09062961403072,1.1631786889109605,279.14884735121603,7.901506961394018e-10,2.6396703698891157e-09,0.04073549320846075,24.0,554
Naive respondents,198.74163173661978,-10.934229123285832,494.9999999999998,0.41234913879161783,0.22416652761483347,0.4662187652082166,0.0,555
OLS prediction,207.43337883132142,-2.2424820285841918,,,,,,555
EB main,206.3150654230587,-3.3607954368468995,366.7154329190569,5.567565751332656e-13,0.5185206608949788,0.24176494432889536,0.0,555
EB pairwise,209.4986126857833,-0.17724817412229754,307.14873042223275,3.4459698096380725e-15,3.926090487560547e-15,0.056703129919101466,0.0,555
EB-offset hybrid: main,207.19432310657467,-2.48153775333094,356.23727515454556,7.254302163845352e-10,0.4965529325825957,0.1875017454594206,13.0,555
EB-offset hybrid: pairwise,209.88292960593637,0.20706874603075676,301.1700819028255,1.1631159212458092e-14,3.5781143997582327e-14,0.055531930633790534,23.0,555
Naive respondents,200.19348699907502,-10.347887580882286,496.9999999999997,0.4520407748051982,0.14351267955703392,0.4607973967733971,0.0,556
OLS prediction,210.53039954014474,-0.010975039812564091,,,,,,556
EB main,209.48530046800357,-1.056074111953734,347.2489968110461,3.80237201252342e-11,0.23973435583164315,0.17101490346541867,0.0,556
EB pairwise,210.91085074296186,0.3694761630045491,302.41403633459174,1.2501324557240146e-10,1.8442876221264397e-10,0.05584972955355784,0.0,556
EB-offset hybrid: main,209.67292448057,-0.868450099387303,341.68809296597965,7.790510785665986e-12,0.22578449417953686,0.15817316529039618,5.0,556
EB-offset hybrid: pairwise,210.7103919402028,0.16901736024550473,295.14599110615626,7.3827673927819e-15,1.225705920400399e-14,0.0620748649913118,8.0,556
Naive respondents,198.23271784895016,-11.774643065686064,493.0,0.4230774382551403,0.1719544102301702,0.46160852053622886,0.0,557
OLS prediction,209.36350137876175,-0.6438595358744692,,,,,,557
EB main,208.69959917052168,-1.3077617441145435,368.72008629146063,3.3764941480711895e-10,0.15718909351772278,0.12173162031281656,0.0,557
EB pairwise,209.53416863896814,-0.4731922756680831,344.68036305413017,1.9379867013835042e-15,4.582036211479947e-15,0.05244466349162327,0.0,557
EB-offset hybrid: main,208.8007155202535,-1.2066453943827185,357.696407892951,1.1843188777514728e-15,0.18772214662061598,0.12757780924557865,6.0,557
EB-offset hybrid: pairwise,209.88378121453695,-0.12357970009927044,336.39937745092595,4.79830903747007e-15,3.485548588121426e-15,0.04877875549365262,12.0,557
Naive respondents,198.24495350630414,-10.1098567525286,505.00000000000034,0.4130452870842556,0.11848070256415097,0.444065931420291,0.0,558
OLS prediction,206.86525229067936,-1.4895579681533775,,,,,,558
EB main,206.25307085051736,-2.1017394083153818,373.4829182185414,9.377264486033342e-11,0.1919595448841815,0.26268628907246144,0.0,558
EB pairwise,207.57063530201992,-0.7841749568128193,332.92847288242416,4.128821450622697e-11,4.017089718409305e-11,0.15961770641713113,0.0,558
EB-offset hybrid: main,206.9928586147479,-1.3619516440848543,358.3056614540889,7.212366607110237e-10,0.13072402279410256,0.20875012691630587,8.0,558
EB-offset hybrid: pairwise,207.6576185995731,-0.6971916592596301,325.9127982244103,1.5013558115580495e-09,4.634095582967916e-09,0.1519706600425439,6.0,558
Naive respondents,200.84909189391126,-10.013159407670514,498.99999999999994,0.4547805149549966,0.15676095974663148,0.4810160954736136,0.0,559
OLS prediction,211.4090570293594,0.5468057277776097,,,,,,559
EB main,210.2473996862445,-0.6148516153372725,364.6802677529538,2.206064171347319e-10,0.21889339381250608,0.16909394788934637,0.0,559
EB pairwise,211.2486386244274,0.3863873228456214,323.7510091361531,1.2583586515151608e-09,1.1922729246790504e-09,0.06093958721175941,0.0,559
EB-offset hybrid: main,210.38530771151164,-0.4769435900701353,338.30628651523864,1.9702011010227034e-10,0.19726329505576284,0.1452626051607186,10.0,559
EB-offset hybrid: pairwise,211.55687896675454,0.6946276651727601,314.0397639813491,7.52485827252665e-15,5.946035165194294e-15,0.047462874386438834,12.0,559
Naive respondents,199.39964305100898,-9.152679848579936,496.9999999999997,0.36261114586730026,0.17248730423881672,0.39946416338746843,0.0,560
OLS prediction,207.44901540487965,-1.10330749470927,,,,,,560
EB main,206.08293936892406,-2.4693835306648566,396.48341074021164,2.73277943937729e-13,0.4856302357469051,0.16142425721397657,0.0,560
EB pairwise,208.80118653949205,0.24886363990313498,355.00069426977126,2.152319118667259e-11,5.970645908961465e-11,0.022942893008190735,0.0,560
EB-offset hybrid: main,206.6821855158252,-1.870137383763705,398.3549100494518,2.697798380499416e-11,0.3916095685967052,0.14553930457026823,4.0,560
EB-offset hybrid: pairwise,209.4577681583699,0.9054452587809863,342.92059049483134,1.2476546773770878e-12,3.3494396419365704e-12,0.034000080378232905,32.0,560
Naive respondents,199.5509456004407,-10.771142704053517,510.0,0.4071038372778601,0.2424516149056861,0.44439696918940225,0.0,561
OLS prediction,208.3930379125978,-1.9290503918964248,,,,,,561
EB main,207.47624806059596,-2.845840243898266,409.10749571438464,5.054271439317187e-09,0.1584263756043248,0.16029640048077476,0.0,561
EB pairwise,208.160882742181,-2.161205562313228,388.76123501576103,6.548438887234112e-16,1.5161135834401406e-15,0.10513544945036386,0.0,561
EB-offset hybrid: main,208.07787628963146,-2.244212014862768,411.2727328252161,7.711100107826753e-11,0.14716467151225965,0.14108358972572177,5.0,561
EB-offset hybrid: pairwise,208.97179618349702,-1.35029212099721,392.2875176214922,1.1064833658483618e-13,1.6615852867701813e-13,0.08576849616675072,11.0,561
Naive respondents,199.00500103133623,-10.891494993425795,505.9999999999996,0.45986814296101614,0.1759203566427095,0.4896544542349722,0.0,562
OLS prediction,209.28706568082455,-0.6094303439374755,,,,,,562
EB main,207.84057974358234,-2.055916281179691,360.26504590268894,3.950052363129445e-11,0.17253647937024152,0.15127782722410096,0.0,562
EB pairwise,208.3302230514804,-1.5662729732816274,351.1747087239131,1.604286611141232e-12,2.4565577413905035e-12,0.09721379447565139,0.0,562
EB-offset hybrid: main,208.71913508229878,-1.1773609424632525,370.47835895505995,2.70588035774937e-11,0.13771618630561341,0.12278294085818701,7.0,562
EB-offset hybrid: pairwise,208.42576962561913,-1.4707263991429045,350.86832337982116,2.249529166835234e-14,2.739376667763021e-14,0.09455929802620847,6.0,562
Naive respondents,200.3484821434631,-10.189372215366404,508.0,0.43773175750319604,0.29118778956203945,0.47482773340565104,0.0,563
OLS prediction,209.22648268200933,-1.3113716768201584,,,,,,563
EB main,207.491453334537,-3.046401024292493,359.21381597898164,4.817017685199379e-15,0.5381577956763217,0.1807744875324668,0.0,563
EB pairwise,213.31896582444708,2.7811114656175846,226.33471683409545,2.7677289167559013e-15,2.054754144974304e-15,0.1569500216728617,0.0,563
EB-offset hybrid: main,209.05791281454856,-1.4799415442809334,340.49618527860144,5.934241960943273e-09,0.40589698289384624,0.1276482210629174,24.0,563
EB-offset hybrid: pairwise,213.81864815423646,3.2807937954069644,228.40823630630152,2.0134913363720036e-13,2.4864844338789393e-13,0.1786890262533727,100.0,563
Naive respondents,201.67155058597777,-8.826906052779975,529.0000000000003,0.4367648708753666,0.18716748162816113,0.46132343356266664,0.0,564
OLS prediction,210.00592520204071,-0.49253143671703015,,,,,,564
EB main,209.30781860558335,-1.1906380331743946,410.7052518158414,4.154407147585353e-11,0.21218900575519775,0.15472760225325208,0.0,564
EB pairwise,210.14566128924173,-0.35279534951601477,363.10492528082284,1.161614188563289e-09,1.1601920833048554e-09,0.027833938907124947,0.0,564
EB-offset hybrid: main,209.35319326185464,-1.1452633769031024,406.0653416543691,7.22999521024892e-11,0.19678971597254055,0.1375986039456624,3.0,564
EB-offset hybrid: pairwise,210.22977072503562,-0.26868591372212336,364.6179753200449,7.117436050555803e-14,9.268761359834408e-14,0.02568510616248714,2.0,564
Naive respondents,201.82690965739195,-8.847354530199397,498.0000000000003,0.4875634747750702,0.18221133289795607,0.48442510450004206,0.0,565
OLS prediction,210.44236537868426,-0.23189880890708992,,,,,,565
EB main,208.78520801846005,-1.889056169131294,316.18628919877375,2.292450102592524e-11,0.39195818580644187,0.22351475505228452,0.0,565
EB pairwise,211.24277785494561,0.5685136673542672,278.2486199495629,7.177518246831448e-11,1.3916925228997295e-10,0.0676313153829501,0.0,565
EB-offset hybrid: main,209.5171285966425,-1.1571355909488545,284.6876628565057,1.0251680014703004e-09,0.27035553439499704,0.16001626708956662,11.0,565
EB-offset hybrid: pairwise,211.05169399751946,0.3774298099281168,273.0921478044,4.8999204759636835e-09,8.507711848743755e-09,0.07005795440577346,8.0,565
Naive respondents,201.85746038525951,-9.951368074259847,472.00000000000017,0.48081626599427796,0.21333035506507894,0.5069705327668586,0.0,566
OLS prediction,210.2281262841469,-1.5807021753724655,,,,,,566
EB main,209.54229650800548,-2.2665319515138833,329.50357517176775,3.386518275926572e-09,0.37054977872722555,0.21798306151076718,0.0,566
EB pairwise,211.37629487138986,-0.4325335881295018,233.56052749579734,5.56703376350226e-14,1.87901250230262e-13,0.06700609596607514,0.0,566
EB-offset hybrid: main,210.5298537495242,-1.2789747099951683,295.5373522840656,2.8121490135515785e-09,0.3355575267548375,0.1666175954371442,25.0,566
EB-offset hybrid: pairwise,212.5045978839705,0.6957694244511288,218.59469047919654,2.011431378708417e-13,3.324735503968456e-13,0.0346753047533363,74.0,566
Naive respondents,199.77855550591113,-10.190802038545598,487.99999999999955,0.42895059934482704,0.16221447492348723,0.46829788083200224,0.0,567
OLS prediction,208.83451784162398,-1.1348397028327497,,,,,,567
EB main,207.49639117391595,-2.4729663705407745,369.99412454822016,5.748963738133342e-09,0.3500282127105192,0.13688310514818072,0.0,567
EB pairwise,207.126092543372,-2.843265001084717,350.54553146493583,1.6135732618772881e-10,4.925159168785971e-10,0.17871398810458708,0.0,567
EB-offset hybrid: main,207.71319150386452,-2.2561660405922055,372.4308650141741,2.8730461139978904e-10,0.2663882228349468,0.13580032984210424,5.0,567
EB-offset hybrid: pairwise,207.28025748842106,-2.68910005603567,350.63565703266534,1.0559454740361581e-13,2.6659294344969826e-13,0.17412657026301964,3.0,567
Naive respondents,198.1302011016152,-13.444241498870099,487.99999999999955,0.49909386263562544,0.1956615105397062,0.5480921266158003,0.0,568
OLS prediction,213.3562289556403,1.781786355154992,,,,,,568
EB main,209.98150996221312,-1.592932638272174,238.94726365280633,9.981283457200245e-09,0.3873882261592429,0.11183887242487868,0.0,568
EB pairwise,213.5056456571501,1.931203056664799,243.32825630781295,3.236774606788284e-11,6.718084140840168e-11,0.07535944549381471,0.0,568
EB-offset hybrid: main,209.74380748052843,-1.8306351199568667,233.52608449852767,6.743836910952467e-09,0.40933995230101344,0.1190558606590248,2.0,568
EB-offset hybrid: pairwise,213.51003138372425,1.9355887832389556,233.65420247903984,1.1031908345099955e-09,1.7427758588703126e-09,0.07976469703054168,13.0,568
Naive respondents,200.73342552377895,-8.621831655448005,515.0000000000001,0.42183386215278085,0.22062752402802774,0.43397682655924186,0.0,569
OLS prediction,208.74311597218406,-0.612141207042896,,,,,,569
EB main,207.66388273638935,-1.6913744428375992,385.78962390615874,8.311177937846215e-15,0.3717156430446866,0.14519023829384997,0.0,569
EB pairwise,210.37143704661804,1.016179867391088,327.2995218497536,1.881562010976124e-14,3.118923345148698e-14,0.05606088315603427,0.0,569
