method,estimate,error,ess,main_l2,pair_l2,latent_z_l2,num_trees,rep
EB-offset hybrid: pairwise,210.1839858811403,0.09430414224593164,278.40184842792985,2.5706002177410793e-14,3.0500233549204216e-14,0.05528168769481038,9.0,159
Naive respondents,198.76943100493577,-10.536594500117445,508.0,0.4510395255103871,0.17248421418246526,0.4650312094445736,0.0,160
OLS prediction,209.5385458531759,0.23252034812267652,,,,,,160
EB main,208.44903601172194,-0.8569894933312696,362.5763604101854,4.1457828803739786e-11,0.242450097904745,0.1607087306733865,0.0,160
EB pairwise,210.28503822651396,0.979012721460748,331.2178610241468,3.0036229992856235e-12,3.094112340229027e-12,0.05584493353913379,0.0,160
EB-offset hybrid: main,208.28639488875078,-1.019630616302436,344.83499866638937,1.5530129062842e-11,0.22648280914153093,0.1524755413742274,11.0,160
EB-offset hybrid: pairwise,210.0108115924115,0.7047860873582863,306.36837966510416,3.0009956053603075e-15,2.26192243071584e-15,0.05574798660490824,16.0,160
Naive respondents,196.80892763561323,-11.088384826854224,490.99999999999994,0.4317534266852494,0.22377028976669086,0.47443218746843097,0.0,161
OLS prediction,207.31405696152802,-0.5832555009394298,,,,,,161
EB main,205.93745201196617,-1.9598604505012815,359.2286865641054,6.023642582171183e-14,0.22364558615214494,0.14016236610917732,0.0,161
EB pairwise,206.87928782063858,-1.0180246418288732,324.1776536620273,2.022649597444466e-12,7.3111428745387e-12,0.060374471273189054,0.0,161
EB-offset hybrid: main,206.4213715064916,-1.475940955975858,353.99782722381883,1.85473263220731e-09,0.21187085184977003,0.1413147875400828,11.0,161
EB-offset hybrid: pairwise,207.90350501340893,0.006192550941477748,324.0256663253653,3.123943641201043e-14,3.455331507783359e-14,0.050195677269941764,31.0,161
Naive respondents,200.22883559633956,-10.179667505824682,511.0,0.41346318212268085,0.16618713939246085,0.44194336618830665,0.0,162
OLS prediction,209.08931507551833,-1.319188026645918,,,,,,162
EB main,208.44433747978968,-1.9641656223745656,390.0589026068881,4.802213189005641e-13,0.1352228452934434,0.18007570311249252,0.0,162
EB pairwise,208.41096146271346,-1.9975416394507874,377.1276245745866,2.565589134530149e-14,3.7989626903903244e-14,0.1675517736817904,0.0,162
EB-offset hybrid: main,208.84759705771484,-1.5609060444494105,386.74292273018887,2.5778565083622757e-11,0.12875915004788208,0.16449414270159962,7.0,162
EB-offset hybrid: pairwise,208.68725112703225,-1.7212519751319917,377.7296313322885,8.560103685822191e-14,1.8248235517676723e-13,0.15058950318907102,4.0,162
Naive respondents,198.61989114913746,-11.280117759056054,510.0,0.3941785166771831,0.1507074771387152,0.4371163966497283,0.0,163
OLS prediction,208.87248994559084,-1.0275189626026702,,,,,,163
EB main,207.87092455627825,-2.029084351915259,371.2236995408644,1.4434368939229147e-09,0.21954021712960176,0.15768843231704774,0.0,163
EB pairwise,207.7131796113682,-2.186829296825323,364.5571345960905,7.280894414368143e-13,1.921631668379744e-12,0.17621266704053834,0.0,163
EB-offset hybrid: main,208.03435146227747,-1.8656574459160424,376.25975991074233,4.0445114918964505e-09,0.1807302044417477,0.15439116563975194,5.0,163
EB-offset hybrid: pairwise,208.15392167618458,-1.7460872320089322,361.404166569606,1.1909379074164882e-13,3.3067576446616544e-13,0.14610303324699045,8.0,163
Naive respondents,198.9017971846117,-9.467814277394837,493.99999999999955,0.460295339581333,0.1841738185388334,0.4977859007295918,0.0,164
OLS prediction,206.98307184166654,-1.3865396203399882,,,,,,164
EB main,205.87229866955946,-2.497312792447076,345.90780449750235,1.226566835332515e-15,0.32956826536408423,0.2578596774629314,0.0,164
EB pairwise,207.99462538945235,-0.3749860725541794,277.9384630061545,9.657134261793238e-13,1.990208098049541e-12,0.09609624275663098,0.0,164
EB-offset hybrid: main,206.46657108795006,-1.9030403740564736,319.9515511502069,1.0955401935442755e-09,0.27200936129627257,0.20847827473692532,18.0,164
EB-offset hybrid: pairwise,208.43739408046568,0.06778261845914813,279.42560537147807,1.171551479028638e-09,2.3715218977258273e-09,0.07905872363034083,35.0,164
Naive respondents,200.36206824529225,-9.6203053441819,512.0,0.44923873072285053,0.18864780862862968,0.4685798688451989,0.0,165
OLS prediction,210.1040077336285,0.12163414415434204,,,,,,165
EB main,209.02673836871213,-0.9556352207620193,347.2637930868779,5.181182178997355e-09,0.3460297566124207,0.1837128552955945,0.0,165
EB pairwise,212.11642578779976,2.1340521983256053,286.3245860019698,1.9370450582060575e-12,3.2306616499689557e-12,0.07848501175686604,0.0,165
EB-offset hybrid: main,208.90240259841016,-1.0799709910639876,312.9699498927487,1.6994319817672014e-09,0.37792688833878674,0.15404862280759038,13.0,165
EB-offset hybrid: pairwise,212.28939823546776,2.3070246459936072,247.45084187209073,5.958497624265347e-14,7.997700394651401e-14,0.09541030093243248,65.0,165
Naive respondents,201.15942879131435,-8.464288616001738,498.0000000000003,0.4409593794404132,0.1426289535179794,0.43298403562874793,0.0,166
OLS prediction,209.84021221682664,0.2164948095105501,,,,,,166
EB main,208.8511402487975,-0.772577158518601,373.5435005484143,9.505499430178373e-10,0.17775525231622405,0.14456857904160772,0.0,166
EB pairwise,208.9544155771843,-0.6693018301317863,339.5117026823682,3.5136877709350298e-12,2.55276800858078e-12,0.08025832617969425,0.0,166
EB-offset hybrid: main,209.06950523758414,-0.5542121697319544,352.6044308196709,6.83378424934706e-12,0.11795257182732741,0.10714258611946557,14.0,166
EB-offset hybrid: pairwise,208.9544155771843,-0.6693018301317863,339.5117026823682,3.5136877709350298e-12,2.55276800858078e-12,0.08025832617969425,0.0,166
Naive respondents,199.8640065277388,-10.038373620240776,514.0,0.4052863871348111,0.20691615965890983,0.45297138418414945,0.0,167
OLS prediction,208.97269189423474,-0.9296882537448425,,,,,,167
EB main,208.3437851831419,-1.5585949648376811,399.1079890364288,6.763096569151216e-09,0.14512620681169827,0.1381968044165575,0.0,167
EB pairwise,208.689064499462,-1.213315648517579,370.3319601477948,6.560341426906678e-14,8.899610382195491e-14,0.0777184823044091,0.0,167
EB-offset hybrid: main,208.8323185840127,-1.070061563966874,383.781432134764,1.7751601549906657e-11,0.09786827833002568,0.10684123701838043,7.0,167
EB-offset hybrid: pairwise,208.76061474635287,-1.1417654016267136,365.8829240797796,8.596694519390367e-10,3.5393784689352525e-09,0.07947857690526364,3.0,167
Naive respondents,197.60978009380932,-10.81364304426279,482.0000000000001,0.396012815511619,0.19673716658935245,0.45669724240303267,0.0,168
OLS prediction,206.91944760457406,-1.5039755334980498,,,,,,168
EB main,204.584269436827,-3.839153701245124,344.0245664592245,7.079537156722951e-09,0.3454079639766243,0.17624361606988853,0.0,168
EB pairwise,207.19079320203724,-1.2326299360348685,334.6444035998198,7.6005244703524e-15,1.0351773725423711e-14,0.04309029052759542,0.0,168
EB-offset hybrid: main,205.5337801241777,-2.889643013894414,360.68815607944373,5.037494057425983e-12,0.26034718229080933,0.13939182483929696,4.0,168
EB-offset hybrid: pairwise,207.28537133821806,-1.138051799854054,337.21174000945246,8.205799131856726e-15,7.650330086649028e-15,0.04062578847278769,3.0,168
Naive respondents,199.86674308536712,-11.167682433448647,503.00000000000017,0.44316608087687676,0.2203282551712771,0.4780243663583351,0.0,169
OLS prediction,210.6233149705398,-0.41111054827595694,,,,,,169
EB main,209.18467701064415,-1.849748508171615,353.4184821581964,3.9017927491990194e-12,0.1728106199256428,0.1359314648780519,0.0,169
EB pairwise,209.73580201984012,-1.298623498975644,324.5714861215459,1.8128357849505436e-14,1.8235059041481382e-14,0.06438622721219125,0.0,169
EB-offset hybrid: main,209.70625833079674,-1.3281671880190231,361.8192772457063,3.149771684891954e-11,0.1747317386952019,0.1287726056083357,12.0,169
EB-offset hybrid: pairwise,210.46212072027305,-0.5723047985427172,330.28283144973494,6.968773813455688e-15,5.441137405867236e-15,0.04178218664728595,12.0,169
Naive respondents,203.00411955613052,-8.796024655995467,465.0000000000003,0.45769574487219256,0.2428948200769067,0.4580965716559808,0.0,170
OLS prediction,210.18992813545333,-1.610216076672657,,,,,,170
EB main,209.1123195453535,-2.687824666772485,359.1442840414464,6.37909571401043e-15,0.4781015328186037,0.17093230356295774,0.0,170
EB pairwise,212.8441920396542,1.0440478275282032,273.79998102903767,3.1062569080423447e-12,7.432644117593977e-12,0.05344251694682367,0.0,170
EB-offset hybrid: main,210.12342617783054,-1.6767180342954475,348.9837736399885,1.4123369517375048e-09,0.4067427318235627,0.12749023079947608,12.0,170
EB-offset hybrid: pairwise,213.6228478290534,1.822703616927413,267.1769839105752,2.4088537579220747e-15,7.469793413783684e-15,0.10506233139436744,46.0,170
Naive respondents,199.30292275064494,-10.03099989136166,500.0000000000005,0.46979368697129376,0.13866447026530634,0.49028766494264564,0.0,171
OLS prediction,209.93849680922625,0.6045741672196527,,,,,,171
EB main,208.84388321970357,-0.49003942230302755,348.90892198822286,4.5748184051598465e-10,0.21309001100482042,0.1610345010822987,0.0,171
EB pairwise,209.60362168619028,0.26969904418368174,320.5242858317545,1.2718886991902294e-12,2.4031546865941716e-12,0.06716126579313098,0.0,171
EB-offset hybrid: main,208.80691249545288,-0.5270101465537209,342.10942031505033,7.553290153431278e-12,0.18495621245236352,0.1505281502414234,6.0,171
EB-offset hybrid: pairwise,209.6532721148787,0.3193494728720907,318.5437114934687,1.0583025245012017e-14,1.3189128940654678e-14,0.06724420889389082,3.0,171
Naive respondents,198.4720672102365,-10.798684335369956,506.9999999999999,0.4204500991643608,0.13958632642858532,0.45799903283825716,0.0,172
OLS prediction,209.30514179301127,0.034390247404815,,,,,,172
EB main,207.60963768309057,-1.66111386251589,355.0647262530591,7.508001845999098e-09,0.35781475562933457,0.07572767690225607,0.0,172
EB pairwise,207.36847962731034,-1.9022719182961225,330.4264648082132,1.0217649608142653e-11,2.4732330047679297e-11,0.18366831579224388,0.0,172
EB-offset hybrid: main,207.74497090407613,-1.525780641530332,361.34919623913123,4.599050246199238e-12,0.3088587222616796,0.07917593303039475,1.0,172
EB-offset hybrid: pairwise,208.34714304181435,-0.92360850379211,316.3165797701201,5.358327295628738e-09,7.790284441004435e-09,0.13085620582391455,18.0,172
Naive respondents,199.20575712662716,-10.00137097538888,493.99999999999955,0.44132761334587367,0.16895021236987365,0.47988637561268127,0.0,173
OLS prediction,208.4491264361669,-0.7580016658491502,,,,,,173
EB main,207.26014227022927,-1.946985831786776,379.5948781501058,1.0008787989375188e-14,0.1523780603442593,0.14588745946345605,0.0,173
EB pairwise,208.0874353416801,-1.119692760335937,359.6757219684278,2.953784644268594e-09,6.8497727562251144e-09,0.07094500418027566,0.0,173
EB-offset hybrid: main,207.67331665666438,-1.5338114453516596,383.1031112191733,6.461879590008459e-11,0.14239531037975728,0.13655362876879854,4.0,173
EB-offset hybrid: pairwise,208.11484913068676,-1.0922789713292786,359.32386886873167,4.368237429054543e-16,1.3204083363914082e-15,0.06935291263315993,1.0,173
Naive respondents,200.78646146469623,-10.02978928580356,496.9999999999997,0.4553427373816325,0.17723429272026217,0.4674531929319173,0.0,174
OLS prediction,208.37543650748486,-2.440814243014927,,,,,,174
EB main,207.00559193188664,-3.810658818613149,345.016551100767,6.755552116544397e-15,0.5324253902217388,0.27552712417830705,0.0,174
EB pairwise,211.9829508682423,1.166700117742522,228.40437627920377,2.833474689999769e-14,5.0239589601846844e-14,0.04086714768377835,0.0,174
EB-offset hybrid: main,207.3609380008122,-3.455312749687579,345.14049045300885,4.7204114778319135e-12,0.5005114493871045,0.26027571981758924,4.0,174
EB-offset hybrid: pairwise,212.04085859946542,1.2246078489656327,219.15371934431658,3.958319702384484e-14,7.097588856443952e-14,0.04621921266309491,33.0,174
Naive respondents,199.24969370457234,-9.735859270497542,506.9999999999999,0.41104481465868636,0.1793254167863406,0.45370845557834016,0.0,175
OLS prediction,208.62515632967592,-0.360396645393962,,,,,,175
EB main,207.84677022832952,-1.138782746740361,385.8895081265974,1.3693623266284073e-10,0.12460045746338988,0.11081410287300503,0.0,175
EB pairwise,208.35000400446896,-0.6355489706009223,358.4720542483156,6.790984869559151e-13,1.2289384676940314e-12,0.05626918706568986,0.0,175
EB-offset hybrid: main,208.57009871105504,-0.41545426401484065,377.9111259656207,2.2993075851514827e-10,0.0928812522957091,0.08672593465029324,10.0,175
EB-offset hybrid: pairwise,208.91813986338067,-0.06741311168920561,360.34017561519624,6.173897286520409e-14,1.1183625265716657e-13,0.04874545578127011,9.0,175
Naive respondents,200.84662987710615,-9.195885140905574,519.9999999999998,0.39545581298142046,0.19234852083624393,0.4210541200530548,0.0,176
OLS prediction,209.05075802111946,-0.9917569968922635,,,,,,176
EB main,208.22329993740337,-1.819215080608359,419.6557144139774,4.619488625613564e-12,0.1976751718416312,0.12651792455179087,0.0,176
EB pairwise,207.716437306578,-2.326077711433726,401.081831732884,1.758623882847355e-10,5.44782132842774e-10,0.12681588080656814,0.0,176
EB-offset hybrid: main,208.63983930644645,-1.40267571156528,414.81818717303304,6.14595962007018e-09,0.15957971718295902,0.11279337426899265,7.0,176
EB-offset hybrid: pairwise,207.95908899907658,-2.0834260189351426,400.37037552936965,2.3773619962904972e-15,5.2196529342240825e-15,0.11654924817342696,4.0,176
Naive respondents,198.69533646257923,-10.793038873583328,482.0000000000001,0.41317087561082955,0.14581444670762347,0.45123699114751975,0.0,177
OLS prediction,209.69078510880593,0.2024097726433638,,,,,,177
EB main,207.86316090229786,-1.6252144338646985,346.9699688328173,9.31142235846431e-12,0.18479903055273142,0.10488028790383133,0.0,177
EB pairwise,209.1789268314019,-0.30944850476066676,325.17138241953467,1.5137998510679122e-11,2.0238248375456782e-11,0.018208583594367132,0.0,177
EB-offset hybrid: main,209.0364709246499,-0.4519044115126576,354.2436931343521,5.780225894167813e-10,0.12942491309026063,0.07011854636643187,12.0,177
EB-offset hybrid: pairwise,209.19135732908285,-0.29701800707971415,327.67130293278956,1.6040560350502443e-15,1.3646850290179938e-15,0.027960828814459885,9.0,177
Naive respondents,200.67765035729894,-9.548101347621952,494.9999999999998,0.47307113517382704,0.12021356602146839,0.497138052998204,0.0,178
OLS prediction,209.52621679705874,-0.6995349078621587,,,,,,178
EB main,207.98592348762173,-2.239828217299163,361.8265855145022,5.555709573415275e-09,0.2394534286336965,0.16713162684728172,0.0,178
EB pairwise,207.53721688539594,-2.6885348195249605,328.57538674069775,2.2208932192971662e-15,3.871595814184207e-15,0.10251710936198016,0.0,178
EB-offset hybrid: main,209.15375319445064,-1.0719985104702516,360.1077397131074,1.2620285554986589e-15,0.16265663090050342,0.1208098396654986,19.0,178
EB-offset hybrid: pairwise,208.765378558952,-1.4603731459689016,331.41280092302634,1.5317761877946322e-15,4.823903524600676e-15,0.07342014454014753,14.0,178
Naive respondents,200.8953055914093,-10.297682189370477,494.9999999999998,0.43430999504613654,0.2246609467128925,0.4617007811446673,0.0,179
OLS prediction,210.69145765975927,-0.5015301210205223,,,,,,179
EB main,209.77580615881303,-1.417181621966762,367.6176968612392,9.393906312583402e-09,0.1541370487033737,0.16877323102994143,0.0,179
EB pairwise,210.22089541272325,-0.9720923680565363,347.1432470790444,2.7351069956169205e-15,1.8741235284019788e-15,0.11465610473575592,0.0,179
EB-offset hybrid: main,210.53265355471333,-0.6603342260664533,343.6627769647635,1.502768371379438e-09,0.09075325332454935,0.11906736094266612,29.0,179
EB-offset hybrid: pairwise,210.43475524803353,-0.7582325327462627,340.6072092360004,3.2660028681387417e-09,6.414985323235856e-09,0.12265943282885557,23.0,179
Naive respondents,197.1487541614505,-11.697908641467649,484.0,0.4464142113194865,0.20054157482859633,0.4994383131394384,0.0,180
OLS prediction,208.83404341728104,-0.01261938563712306,,,,,,180
EB main,207.59928280619673,-1.2473799967214347,306.5917332883667,2.5947413132183427e-13,0.21210625451210843,0.200146467880944,0.0,180
EB pairwise,207.99000426791974,-0.8566585349984166,252.72653058716546,1.5915063166827866e-12,2.0064323153966073e-12,0.12586429976109795,0.0,180
EB-offset hybrid: main,207.79418691195897,-1.0524758909591867,306.4919052315425,3.768537781451319e-09,0.23019149332753816,0.20036116016973482,10.0,180
